STATION,NAME,DATE,AWND,DAPR,EVAP,MDPR,MNPN,MXPN,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WDMV,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/1/2018,6.26,,,,,,,0,0,0,66,83,49,,270,250,,,,15,21,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/2/2018,7.83,,,,,,,0,0,0,72,91,56,,230,250,,,,18.1,25.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/3/2018,10.51,,,,,,,0,0,0,76,90,64,,210,210,,,,21,27.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/4/2018,10.74,,,,,,,0,0,0,78,90,69,,330,320,,,,25.1,30,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/5/2018,7.83,,,,,,,0,0,0,73,76,62,,360,360,,,,17,21,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/6/2018,8.28,,,,,,,0,0,0,65,73,59,,310,320,,,,17,21,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/7/2018,7.83,,,,,,,0,0,0,66,77,58,,50,60,,,,14.1,17,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/8/2018,7.16,,,,,,,0,0,0,68,78,58,,90,60,,,,13,19,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/9/2018,5.59,,,,,,,0,0,0,68,80,57,,130,110,,,,14.1,17,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/10/2018,9.4,,,,,,,0,0,0,70,83,61,,200,210,,,,18.1,25.1,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/11/2018,6.26,,,,,,,0,0,0,73,85,61,,120,10,,,,16.1,19.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/12/2018,8.72,,,,,,,0.15,0,0,76,90,67,,360,320,,,,25.9,35.1,,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/13/2018,7.61,,,,,,,0.52,0,0,69,73,63,,60,360,,,,17,19.9,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/14/2018,6.26,,,,,,,1.49,0,0,67,81,62,,350,290,,,,29.1,38,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/15/2018,12.97,,,,,,,0.41,0,0,75,89,66,,250,260,,,,33.1,42.1,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/16/2018,5.82,,,,,,,0.82,0,0,72,75,67,,70,90,,,,13,16.1,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/17/2018,8.5,,,,,,,0.97,0,0,67,69,66,,60,50,,,,14.1,15,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/18/2018,13.2,,,,,,,1.01,0,0,66,69,57,,50,40,,,,23,29.1,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/19/2018,6.26,,,,,,,0.77,0,0,61,72,57,,60,60,,,,16.1,19,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/20/2018,8.28,,,,,,,0,0,0,76,89,68,,260,260,,,,16.1,19.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/21/2018,8.28,,,,,,,0,0,0,75,82,67,,130,130,,,,15,19,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/22/2018,6.26,,,,,,,1.23,0,0,70,80,65,,320,320,,,,18.1,23,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/23/2018,9.84,,,,,,,0,0,0,74,83,66,,330,330,,,,25.1,31.1,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/24/2018,5.82,,,,,,,0,0,0,74,87,63,,360,360,,,,14.1,15,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/25/2018,9.62,,,,,,,0,0,0,74,86,63,,210,200,,,,19.9,23.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/26/2018,8.72,,,,,,,0.03,0,0,78,87,71,,210,220,,,,21.9,25.9,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/27/2018,8.05,,,,,,,0,0,0,78,85,68,,40,40,,,,17,19.9,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/28/2018,7.16,,,,,,,0.01,0,0,68,72,64,,50,50,,,,15,18.1,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/29/2018,4.47,,,,,,,0,0,0,74,83,69,,180,180,,,,12.1,13,1,1,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/30/2018,8.05,,,,,,,0,0,0,75,81,71,,120,140,,,,16.1,19.9,1,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/31/2018,6.93,,,,,,,1.32,0,0,75,86,70,,300,200,,,,18.1,21.9,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/1/2018,6.49,,,,,,,0,0,0,78,90,71,,330,340,,,,18.1,21.9,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/2/2018,6.04,,,,,,,0.05,0,0,78,86,73,,10,20,,,,14.1,19,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/3/2018,14.32,,,,,,,1.65,0,0,69,75,58,,60,70,,,,25.9,32,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/4/2018,8.28,,,,,,,0,0,0,64,80,56,,340,340,,,,18.1,21.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/5/2018,9.4,,,,,,,0,0,0,73,84,61,,280,290,,,,23,31.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/6/2018,9.62,,,,,,,0,0,0,70,78,63,,360,350,,,,17,19.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/7/2018,7.16,,,,,,,0,0,0,70,79,62,,170,180,,,,13,16.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/8/2018,6.71,,,,,,,0.96,0,0,73,84,65,,100,90,,,,25.1,30,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/9/2018,4.92,,,,,,,0.1,0,0,77,86,70,,10,10,,,,23,25.9,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/10/2018,7.38,,,,,,,0,0,0,74,81,65,,60,60,,,,19.9,21.9,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/11/2018,9.84,,,,,,,0.42,0,0,65,67,61,,30,30,,,,18.1,23,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/12/2018,7.38,,,,,,,0,0,0,67,79,58,,170,170,,,,18.1,23,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/13/2018,9.62,,,,,,,0,0,0,74,85,68,,170,210,,,,16.1,19.9,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/14/2018,11.41,,,,,,,0,0,0,80,87,73,,290,300,,,,21.9,28,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/15/2018,7.83,,,,,,,0,0,0,78,85,67,,10,310,,,,18.1,25.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/16/2018,4.92,,,,,,,0,0,0,76,89,64,,170,20,,,,13,17,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/17/2018,3.8,,,,,,,0,0,0,80,89,73,,180,140,,,,12.1,14.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/18/2018,8.05,,,,,,,0,0,0,82,92,74,,200,220,,,,16.1,21,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/19/2018,8.28,,,,,,,1.12,0,0,84,95,77,,360,320,,,,21.9,29.1,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/20/2018,5.37,,,,,,,0.13,0,0,79,86,73,,280,280,,,,18.1,23.9,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/21/2018,6.71,,,,,,,0,0,0,78,86,72,,360,320,,,,14.1,17,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/22/2018,9.4,,,,,,,0.57,0,0,74,77,67,,60,110,,,,16.1,23.9,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/23/2018,3.8,,,,,,,0.06,0,0,72,81,67,,220,220,,,,13,15,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/24/2018,5.59,,,,,,,0.11,0,0,78,91,71,,350,350,,,,15,19.9,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/25/2018,8.05,,,,,,,0,0,0,77,85,70,,360,340,,,,19.9,21.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/26/2018,7.83,,,,,,,0,0,0,75,84,65,,190,200,,,,17,21.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/27/2018,8.95,,,,,,,0.04,0,0,75,82,71,,160,170,,,,17,21,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/28/2018,8.5,,,,,,,0,0,0,81,89,75,,330,340,,,,18.1,21.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/29/2018,5.59,,,,,,,0,0,0,83,93,73,,360,350,,,,12.1,14.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/30/2018,6.71,,,,,,,0,0,0,83,91,72,,170,170,,,,15,17,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/1/2018,6.71,,,,,,,0,0,0,83,93,75,,170,200,,,,14.1,17,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/2/2018,7.38,,,,,,,0,0,0,86,95,78,,170,170,,,,14.1,16.1,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/3/2018,4.7,,,,,,,0,0,0,89,97,80,,70,60,,,,23,27.1,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/4/2018,5.59,,,,,,,0,0,0,86,93,80,,120,130,,,,13,16.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/5/2018,8.5,,,,,,,0,0,0,86,92,80,,200,180,,,,14.1,17,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/6/2018,9.84,,,,,,,0,0,0,83,89,79,,30,20,,,,18.1,23,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/7/2018,11.41,,,,,,,0,0,0,77,82,68,,20,20,,,,25.9,31.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/8/2018,7.16,,,,,,,0,0,0,75,85,64,,70,80,,,,16.1,19.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/9/2018,5.82,,,,,,,0,0,0,77,88,64,,170,180,,,,15,18.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/10/2018,6.26,,,,,,,0,0,0,83,96,71,,340,360,,,,17,23,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/11/2018,8.72,,,,,,,0,0,0,86,94,78,,350,10,,,,17,23,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/12/2018,7.83,,,,,,,0,0,0,82,92,73,,100,110,,,,16.1,18.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/13/2018,7.16,,,,,,,0,0,0,79,89,71,,180,150,,,,14.1,18.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/14/2018,9.62,,,,,,,0,0,0,80,91,70,,190,180,,,,18.1,21.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/15/2018,7.61,,,,,,,0,0,0,81,88,74,,190,190,,,,14.1,17,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/16/2018,6.49,,,,,,,0,0,0,84,98,76,,250,240,,,,28,33.1,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/17/2018,8.05,,,,,,,2.79,0,0,82,92,74,,310,300,,,,36,42.1,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/18/2018,10.96,,,,,,,0,0,0,80,88,70,,340,330,,,,18.1,21,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/19/2018,6.93,,,,,,,0,0,0,79,88,71,,130,130,,,,15,18.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/20/2018,6.93,,,,,,,0,0,0,78,86,71,,130,120,,,,14.1,18.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/21/2018,13.87,,,,,,,4,0,0,74,75,67,,20,10,,,,23.9,31.1,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/22/2018,5.59,,,,,,,1.35,0,0,72,83,65,,120,130,,,,17,21.9,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/23/2018,9.4,,,,,,,0.06,0,0,79,85,76,,160,150,,,,21.9,28,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/24/2018,8.72,,,,,,,0.32,0,0,78,83,75,,160,160,,,,19.9,23.9,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/25/2018,6.71,,,,,,,0.67,0,0,78,86,74,,160,150,,,,16.1,19.9,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/26/2018,5.82,,,,,,,0,0,0,79,89,73,,170,170,,,,14.1,16.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/27/2018,5.37,,,,,,,0,0,0,80,91,75,,330,340,,,,29.1,34,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/28/2018,7.16,,,,,,,0,0,0,79,87,72,,320,320,,,,18.1,25.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/29/2018,6.04,,,,,,,0,0,0,78,87,70,,150,150,,,,14.1,17,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/30/2018,7.61,,,,,,,0.51,0,0,76,78,72,,110,120,,,,17,23,1,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",7/31/2018,5.37,,,,,,,0.03,0,0,76,84,71,,170,170,,,,15,18.1,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/1/2018,10.96,,,,,,,0.25,0,0,80,89,74,,220,200,,,,21.9,28,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/2/2018,6.71,,,,,,,1.03,0,0,79,86,75,,140,140,,,,17,21,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/3/2018,9.62,,,,,,,0.31,0,0,78,84,73,,190,180,,,,21,28,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/4/2018,6.04,,,,,,,0.11,0,0,79,90,73,,320,320,,,,16.1,19.9,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/5/2018,5.59,,,,,,,0,0,0,81,91,74,,180,250,,,,13,16.1,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/6/2018,5.37,,,,,,,0.18,0,0,81,91,74,,260,260,,,,19.9,23.9,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/7/2018,5.37,,,,,,,0.12,0,0,81,91,75,,360,210,,,,16.1,21,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/8/2018,6.04,,,,,,,0,0,0,83,94,75,,170,170,,,,14.1,17,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/9/2018,7.38,,,,,,,0,0,0,84,92,75,,340,330,,,,18.1,23,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/10/2018,6.04,,,,,,,0,0,0,84,92,75,,340,340,,,,15,19,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/11/2018,4.7,,,,,,,0.01,0,0,83,91,76,,300,300,,,,16.1,23,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/12/2018,5.82,,,,,,,0.36,0,0,79,87,74,,160,160,,,,13,15,,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/13/2018,6.93,,,,,,,0,0,0,78,88,72,,270,260,,,,38.9,51,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/14/2018,8.28,,,,,,,0,0,0,77,87,69,,280,280,,,,18.1,25.9,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/15/2018,6.49,,,,,,,0,0,0,81,92,72,,280,260,,,,16.1,21,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/16/2018,5.82,,,,,,,0,0,0,82,90,73,,170,190,,,,15,21.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/17/2018,8.05,,,,,,,0,0,0,84,94,78,,180,200,,,,18.1,23,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/18/2018,7.16,,,,,,,0,0,0,82,90,76,,280,280,,,,19.9,23.9,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/19/2018,9.4,,,,,,,0,0,0,80,87,72,,70,60,,,,16.1,19,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/20/2018,9.4,,,,,,,0,0,0,76,82,71,,30,30,,,,16.1,18.1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/21/2018,8.5,,,,,,,2.46,0,0,77,82,73,,170,170,,,,31.1,40,1,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/22/2018,7.61,,,,,,,0.02,0,0,78,86,72,,270,280,,,,17,21.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/23/2018,10.07,,,,,,,0,0,0,74,81,66,,360,310,,,,19.9,23.9,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/24/2018,4.92,,,,,,,0,0,0,74,84,63,,140,220,,,,12.1,15,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/25/2018,4.92,,,,,,,0,0,0,75,82,67,,170,170,,,,12.1,13,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/26/2018,8.28,,,,,,,0,0,0,76,88,68,,180,170,,,,15,19,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/27/2018,5.59,,,,,,,0,0,0,82,91,75,,210,230,,,,10.1,13,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/28/2018,6.93,,,,,,,0,0,0,84,94,78,,170,170,,,,13,15,1,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/29/2018,8.05,,,,,,,0,0,0,85,94,79,,170,170,,,,16.1,19,1,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",8/30/2018,6.49,,,,,,,0.04,0,0,86,93,78,,340,330,,,,14.1,19,,,1,,,,,,
